tax_id	scientific_name	sample_accession	secondary_sample_accession	experiment_accession	study_accession	secondary_study_accession	run_accession	center_name	fastq_ftp	fastq_md5
90371	Salmonella enterica subsp. enterica serovar Typhimurium	SAMEA3572933	ERS880082	ERX1120037	PRJEB11174	ERP012516	ERR1040565	DTU	fastq/ERR104/005/ERR1040565/ERR1040565_1.fastq.gz;fastq/ERR104/005/ERR1040565/ERR1040565_2.fastq.gz	5980670c90f809ddf946a9934ceb24f3;e8927fae5ab48324566f159e1a6f69de
90371	Salmonella enterica subsp. enterica serovar Typhimurium	SAMEA3572934	ERS880083	ERX1120038	PRJEB11174	ERP012516	ERR1040566	DTU	fastq/ERR104/006/ERR1040566/ERR1040566_1.fastq.gz;fastq/ERR104/006/ERR1040566/ERR1040566_2.fastq.gz	d386432e87650d86b7b3ad0f2ff4a750;dda236e9f7829b2ad2b064fb465eacf1
90371	Salmonella enterica subsp. enterica serovar Typhimurium	SAMEA3572935	ERS880084	ERX1120039	PRJEB11174	ERP012516	ERR1040567	DTU	fastq/ERR104/007/ERR1040567/ERR1040567_1.fastq.gz;fastq/ERR104/007/ERR1040567/ERR1040567_2.fastq.gz	e0d7a08976139d73ddc710b3ef65297f;f5479980541f8301f9c3ac2122303a66
90371	Salmonella enterica subsp. enterica serovar Typhimurium	SAMEA3572936	ERS880085	ERX1120040	PRJEB11174	ERP012516	ERR1040568	DTU	fastq/ERR104/008/ERR1040568/ERR1040568_1.fastq.gz;fastq/ERR104/008/ERR1040568/ERR1040568_2.fastq.gz	acb0418b3e2271fdc68d782d7801e578;c1746dad98c63747c8685ebe3a4e045f
90371	Salmonella enterica subsp. enterica serovar Typhimurium	SAMEA3572937	ERS880086	ERX1120041	PRJEB11174	ERP012516	ERR1040569	DTU	fastq/ERR104/009/ERR1040569/ERR1040569_1.fastq.gz;fastq/ERR104/009/ERR1040569/ERR1040569_2.fastq.gz	250ccefabf4ee1f9529d104bced0bcf0;eaae903fd687666b5a2e011b4144be59
90371	Salmonella enterica subsp. enterica serovar Typhimurium	SAMEA3572938	ERS880087	ERX1120042	PRJEB11174	ERP012516	ERR1040570	DTU	fastq/ERR104/000/ERR1040570/ERR1040570_1.fastq.gz;fastq/ERR104/000/ERR1040570/ERR1040570_2.fastq.gz	b54092fbf3aef47167b2d0098b18de20;30f7bf8a4143ee94a13efa50335be754
90371	Salmonella enterica subsp. enterica serovar Typhimurium	SAMEA3572939	ERS880088	ERX1120043	PRJEB11174	ERP012516	ERR1040571	DTU	fastq/ERR104/001/ERR1040571/ERR1040571_1.fastq.gz;fastq/ERR104/001/ERR1040571/ERR1040571_2.fastq.gz	bca72e82db7e03910a1060c1b0a4a8e3;02f2030df4b5f0957eaa0943a724396d
90371	Salmonella enterica subsp. enterica serovar Typhimurium	SAMEA3572940	ERS880089	ERX1120044	PRJEB11174	ERP012516	ERR1040572	DTU	fastq/ERR104/002/ERR1040572/ERR1040572_1.fastq.gz;fastq/ERR104/002/ERR1040572/ERR1040572_2.fastq.gz	7a244c3c997494b422a9241c2bc62f3c;f8b34d4306314e0c793c1a37546513ec
90371	Salmonella enterica subsp. enterica serovar Typhimurium	SAMEA3572941	ERS880090	ERX1120045	PRJEB11174	ERP012516	ERR1040573	DTU	fastq/ERR104/003/ERR1040573/ERR1040573_1.fastq.gz;fastq/ERR104/003/ERR1040573/ERR1040573_2.fastq.gz	cf1255f04d23fab6cfd3915ebc91cdfe;c8bfc7229d8bcf91e307b77be363a731
90371	Salmonella enterica subsp. enterica serovar Typhimurium	SAMEA3572942	ERS880091	ERX1120046	PRJEB11174	ERP012516	ERR1040574	DTU	fastq/ERR104/004/ERR1040574/ERR1040574_1.fastq.gz;fastq/ERR104/004/ERR1040574/ERR1040574_2.fastq.gz	657359e8bb6586fe5fb02be8e9bc923a;c632d2ce70bf3911d43877fab1a39e6c
90371	Salmonella enterica subsp. enterica serovar Typhimurium	SAMEA3572943	ERS880092	ERX1120047	PRJEB11174	ERP012516	ERR1040575	DTU	fastq/ERR104/005/ERR1040575/ERR1040575_1.fastq.gz;fastq/ERR104/005/ERR1040575/ERR1040575_2.fastq.gz	3c124da32914d58551a21d146a6e0965;ef9b9fec55d0ea81c174febd79840523
90371	Salmonella enterica subsp. enterica serovar Typhimurium	SAMEA3572944	ERS880093	ERX1120048	PRJEB11174	ERP012516	ERR1040576	DTU	fastq/ERR104/006/ERR1040576/ERR1040576_1.fastq.gz;fastq/ERR104/006/ERR1040576/ERR1040576_2.fastq.gz	e8c6029893eae52822df6ac3fbb40358;11700115aac2c5cb3d8a5c5617561375
90371	Salmonella enterica subsp. enterica serovar Typhimurium	SAMEA3572945	ERS880094	ERX1120049	PRJEB11174	ERP012516	ERR1040577	DTU	fastq/ERR104/007/ERR1040577/ERR1040577_1.fastq.gz;fastq/ERR104/007/ERR1040577/ERR1040577_2.fastq.gz	548392655eee31b1604dc83b2d9e31be;77abf1ec387eb1a84a3ae666b14cf347
90371	Salmonella enterica subsp. enterica serovar Typhimurium	SAMEA3572946	ERS880095	ERX1120050	PRJEB11174	ERP012516	ERR1040578	DTU	fastq/ERR104/008/ERR1040578/ERR1040578_1.fastq.gz;fastq/ERR104/008/ERR1040578/ERR1040578_2.fastq.gz	27f903c9bca76b2df55d4441a7dbfb04;bf40aa4274cefe22e43481e10b3d4846
90371	Salmonella enterica subsp. enterica serovar Typhimurium	SAMEA3572947	ERS880096	ERX1120051	PRJEB11174	ERP012516	ERR1040579	DTU	fastq/ERR104/009/ERR1040579/ERR1040579_1.fastq.gz;fastq/ERR104/009/ERR1040579/ERR1040579_2.fastq.gz	d97354042af7c3b453ba7029ab6a680d;2a602cb7456c5ec54837c0446cadc23f
90371	Salmonella enterica subsp. enterica serovar Typhimurium	SAMEA3572948	ERS880097	ERX1120052	PRJEB11174	ERP012516	ERR1040580	DTU	fastq/ERR104/000/ERR1040580/ERR1040580_1.fastq.gz;fastq/ERR104/000/ERR1040580/ERR1040580_2.fastq.gz	95295c8c6afac69f7d9d1cd8b0ef9d9f;c1ad6380ee66552484e2a4ae86cf4475
90371	Salmonella enterica subsp. enterica serovar Typhimurium	SAMEA3572949	ERS880098	ERX1120053	PRJEB11174	ERP012516	ERR1040581	DTU	fastq/ERR104/001/ERR1040581/ERR1040581_1.fastq.gz;fastq/ERR104/001/ERR1040581/ERR1040581_2.fastq.gz	8a3e20dff329a50ad4fb41c6656aba0e;8bd8a2cf61a01fa4dd553eb7e766f3a1
90371	Salmonella enterica subsp. enterica serovar Typhimurium	SAMEA3572950	ERS880099	ERX1120054	PRJEB11174	ERP012516	ERR1040582	DTU	fastq/ERR104/002/ERR1040582/ERR1040582_1.fastq.gz;fastq/ERR104/002/ERR1040582/ERR1040582_2.fastq.gz	97b9f4efe2fb45b36c671e3d1fb449ac;6258068b3a04104d11cb29d2788ca980
90371	Salmonella enterica subsp. enterica serovar Typhimurium	SAMEA3572951	ERS880100	ERX1120055	PRJEB11174	ERP012516	ERR1040583	DTU	fastq/ERR104/003/ERR1040583/ERR1040583_1.fastq.gz;fastq/ERR104/003/ERR1040583/ERR1040583_2.fastq.gz	058b42f7a9c116a4bc0edad59313fe41;4ffc476e6d28b1f3b09d7b7eb0c1a208
90371	Salmonella enterica subsp. enterica serovar Typhimurium	SAMEA3572952	ERS880101	ERX1120056	PRJEB11174	ERP012516	ERR1040584	DTU	fastq/ERR104/004/ERR1040584/ERR1040584_1.fastq.gz;fastq/ERR104/004/ERR1040584/ERR1040584_2.fastq.gz	617c715f47aaa9c3b894e30246a8b040;80d0bd761113c3f3c75b940153eabac1
90371	Salmonella enterica subsp. enterica serovar Typhimurium	SAMEA3572953	ERS880102	ERX1120057	PRJEB11174	ERP012516	ERR1040585	DTU	fastq/ERR104/005/ERR1040585/ERR1040585_1.fastq.gz;fastq/ERR104/005/ERR1040585/ERR1040585_2.fastq.gz	eac003024c75e030b8bb8036eab64c58;f24337e82465f022e6a62a81ce8d86a6
90371	Salmonella enterica subsp. enterica serovar Typhimurium	SAMEA3572954	ERS880103	ERX1120058	PRJEB11174	ERP012516	ERR1040586	DTU	fastq/ERR104/006/ERR1040586/ERR1040586_1.fastq.gz;fastq/ERR104/006/ERR1040586/ERR1040586_2.fastq.gz	6c840aedc3503f174a017629a564deac;033b8c5873908e03c3e429156dcee1a4
90371	Salmonella enterica subsp. enterica serovar Typhimurium	SAMEA3572955	ERS880104	ERX1120059	PRJEB11174	ERP012516	ERR1040587	DTU	fastq/ERR104/007/ERR1040587/ERR1040587_1.fastq.gz;fastq/ERR104/007/ERR1040587/ERR1040587_2.fastq.gz	d42511de1a623f6ca308f1897ac1f8b7;13c014a1a9072eb77874b9bd2a279ee0
90371	Salmonella enterica subsp. enterica serovar Typhimurium	SAMEA3572956	ERS880105	ERX1120060	PRJEB11174	ERP012516	ERR1040588	DTU	fastq/ERR104/008/ERR1040588/ERR1040588_1.fastq.gz;fastq/ERR104/008/ERR1040588/ERR1040588_2.fastq.gz	1b449b9e69308bfe4b12c41d31a69855;77ea41c294be2afc1bef4f8e509f636a
90371	Salmonella enterica subsp. enterica serovar Typhimurium	SAMEA3572957	ERS880106	ERX1120061	PRJEB11174	ERP012516	ERR1040589	DTU	fastq/ERR104/009/ERR1040589/ERR1040589_1.fastq.gz;fastq/ERR104/009/ERR1040589/ERR1040589_2.fastq.gz	5d83dc59e692a77eca7942268b87b1aa;4623be9dd08904572bb88e0c0aee8036
90371	Salmonella enterica subsp. enterica serovar Typhimurium	SAMEA3572958	ERS880107	ERX1120062	PRJEB11174	ERP012516	ERR1040590	DTU	fastq/ERR104/000/ERR1040590/ERR1040590_1.fastq.gz;fastq/ERR104/000/ERR1040590/ERR1040590_2.fastq.gz	38dfe296ebe643a1fba06a5fbc861382;57170d0505cbbe23e2eb00dc8c118a7b
90371	Salmonella enterica subsp. enterica serovar Typhimurium	SAMEA3572959	ERS880108	ERX1120063	PRJEB11174	ERP012516	ERR1040591	DTU	fastq/ERR104/001/ERR1040591/ERR1040591_1.fastq.gz;fastq/ERR104/001/ERR1040591/ERR1040591_2.fastq.gz	67330955f8ac14e7c74d65882ccd4d03;343ca7bf96396927a55186c297b334ff
90371	Salmonella enterica subsp. enterica serovar Typhimurium	SAMEA3572960	ERS880109	ERX1120064	PRJEB11174	ERP012516	ERR1040592	DTU	fastq/ERR104/002/ERR1040592/ERR1040592_1.fastq.gz;fastq/ERR104/002/ERR1040592/ERR1040592_2.fastq.gz	345b43d1fc558d51c9a584214ec976c9;3d1a2dbf05580e0e6b8f15a2d2ae2a36
90371	Salmonella enterica subsp. enterica serovar Typhimurium	SAMEA3572961	ERS880110	ERX1120065	PRJEB11174	ERP012516	ERR1040593	DTU	fastq/ERR104/003/ERR1040593/ERR1040593_1.fastq.gz;fastq/ERR104/003/ERR1040593/ERR1040593_2.fastq.gz	6a73891d0452ae1325484b18574778e5;6eccfa5a6574c6df87889ad90fc0830f
90371	Salmonella enterica subsp. enterica serovar Typhimurium	SAMEA3572962	ERS880111	ERX1120066	PRJEB11174	ERP012516	ERR1040594	DTU	fastq/ERR104/004/ERR1040594/ERR1040594_1.fastq.gz;fastq/ERR104/004/ERR1040594/ERR1040594_2.fastq.gz	5ca814a99b63997e2f6207002aa97927;9bedefa4140115650946a50e638add08
90371	Salmonella enterica subsp. enterica serovar Typhimurium	SAMEA3572963	ERS880112	ERX1120067	PRJEB11174	ERP012516	ERR1040595	DTU	fastq/ERR104/005/ERR1040595/ERR1040595_1.fastq.gz;fastq/ERR104/005/ERR1040595/ERR1040595_2.fastq.gz	ebc2421d1dcc433c772a4f546c51055d;cb2a001452802cdbffe77dba6fcf4156
90371	Salmonella enterica subsp. enterica serovar Typhimurium	SAMEA3572964	ERS880113	ERX1120068	PRJEB11174	ERP012516	ERR1040596	DTU	fastq/ERR104/006/ERR1040596/ERR1040596_1.fastq.gz;fastq/ERR104/006/ERR1040596/ERR1040596_2.fastq.gz	8eebdba5fc388d075e149c29cd0622c9;7a4787dd6092c209b604bdaa1b026ce6
90371	Salmonella enterica subsp. enterica serovar Typhimurium	SAMEA3572965	ERS880114	ERX1120069	PRJEB11174	ERP012516	ERR1040597	DTU	fastq/ERR104/007/ERR1040597/ERR1040597_1.fastq.gz;fastq/ERR104/007/ERR1040597/ERR1040597_2.fastq.gz	acae2f5103d5f94c6ecec8c2faf5c4f0;1d5e4670252f36878f1ffca05ed339c3
90371	Salmonella enterica subsp. enterica serovar Typhimurium	SAMEA3572966	ERS880115	ERX1120070	PRJEB11174	ERP012516	ERR1040598	DTU	fastq/ERR104/008/ERR1040598/ERR1040598_1.fastq.gz;fastq/ERR104/008/ERR1040598/ERR1040598_2.fastq.gz	35f37aa7d55e04ac28707c001b47c2fc;448b8293a62e9dffc65aa3fd701d76dd
90371	Salmonella enterica subsp. enterica serovar Typhimurium	SAMEA3572967	ERS880116	ERX1120071	PRJEB11174	ERP012516	ERR1040599	DTU	fastq/ERR104/009/ERR1040599/ERR1040599_1.fastq.gz;fastq/ERR104/009/ERR1040599/ERR1040599_2.fastq.gz	63d4888fc02792080cdcfbdf1da7e6ee;e2b80a04cbe2e354add415ef6f5d6bb9
90371	Salmonella enterica subsp. enterica serovar Typhimurium	SAMEA3572968	ERS880117	ERX1120072	PRJEB11174	ERP012516	ERR1040600	DTU	fastq/ERR104/000/ERR1040600/ERR1040600_1.fastq.gz;fastq/ERR104/000/ERR1040600/ERR1040600_2.fastq.gz	2209fbb7d995361cf1993d75a7703436;721a0cdff5bd581f1d4107753bb28e00
90371	Salmonella enterica subsp. enterica serovar Typhimurium	SAMEA3572969	ERS880118	ERX1120073	PRJEB11174	ERP012516	ERR1040601	DTU	fastq/ERR104/001/ERR1040601/ERR1040601_1.fastq.gz;fastq/ERR104/001/ERR1040601/ERR1040601_2.fastq.gz	598aaac81fc88b159a305fcd9cb4e514;ef7b5348b3e96f9a240054f5672b8719
90371	Salmonella enterica subsp. enterica serovar Typhimurium	SAMEA3572970	ERS880119	ERX1120074	PRJEB11174	ERP012516	ERR1040602	DTU	fastq/ERR104/002/ERR1040602/ERR1040602_1.fastq.gz;fastq/ERR104/002/ERR1040602/ERR1040602_2.fastq.gz	774634b1b2b85d08347b8a7aecddb6c6;36f3bdfbe260d6b3f3f797da7ea744ab
90371	Salmonella enterica subsp. enterica serovar Typhimurium	SAMEA3572971	ERS880120	ERX1120075	PRJEB11174	ERP012516	ERR1040603	DTU	fastq/ERR104/003/ERR1040603/ERR1040603_1.fastq.gz;fastq/ERR104/003/ERR1040603/ERR1040603_2.fastq.gz	a763d5372ea19fec080b27484da590f1;b1a56d1e34c6a008af6dbfc737dace49
90371	Salmonella enterica subsp. enterica serovar Typhimurium	SAMEA3572972	ERS880121	ERX1120076	PRJEB11174	ERP012516	ERR1040604	DTU	fastq/ERR104/004/ERR1040604/ERR1040604_1.fastq.gz;fastq/ERR104/004/ERR1040604/ERR1040604_2.fastq.gz	d7bc6852da17779ed0798757fa19f7fe;86e18b9dff336acd32578f6ba170fd97
90371	Salmonella enterica subsp. enterica serovar Typhimurium	SAMEA3572973	ERS880122	ERX1120077	PRJEB11174	ERP012516	ERR1040605	DTU	fastq/ERR104/005/ERR1040605/ERR1040605_1.fastq.gz;fastq/ERR104/005/ERR1040605/ERR1040605_2.fastq.gz	e41439144f48b1c4aa7002d103de2f2c;8db80b328e978e34399abda97d18f058
90371	Salmonella enterica subsp. enterica serovar Typhimurium	SAMEA3572974	ERS880123	ERX1120078	PRJEB11174	ERP012516	ERR1040606	DTU	fastq/ERR104/006/ERR1040606/ERR1040606_1.fastq.gz;fastq/ERR104/006/ERR1040606/ERR1040606_2.fastq.gz	b87a42ca90ac23029a4aae1ecc35e725;7b3cb0c7d63aabd14c9e6759c3ded821
90371	Salmonella enterica subsp. enterica serovar Typhimurium	SAMEA3572975	ERS880124	ERX1120079	PRJEB11174	ERP012516	ERR1040607	DTU	fastq/ERR104/007/ERR1040607/ERR1040607_1.fastq.gz;fastq/ERR104/007/ERR1040607/ERR1040607_2.fastq.gz	c66a1dc5918215e0b3010d757e06c4f6;947eb7bc05325e68a1c832cd12a07f36
90371	Salmonella enterica subsp. enterica serovar Typhimurium	SAMEA3572976	ERS880125	ERX1120080	PRJEB11174	ERP012516	ERR1040608	DTU	fastq/ERR104/008/ERR1040608/ERR1040608_1.fastq.gz;fastq/ERR104/008/ERR1040608/ERR1040608_2.fastq.gz	5fd223f4299f6f1e4e9e8353de133838;a14761373da3c77a3e0d5845b5d62923
90371	Salmonella enterica subsp. enterica serovar Typhimurium	SAMEA3572977	ERS880126	ERX1120081	PRJEB11174	ERP012516	ERR1040609	DTU	fastq/ERR104/009/ERR1040609/ERR1040609_1.fastq.gz;fastq/ERR104/009/ERR1040609/ERR1040609_2.fastq.gz	acf255eadff3ec882239972922c638dd;33998d086ecc6a0d974e581dc695353b
90371	Salmonella enterica subsp. enterica serovar Typhimurium	SAMEA3572978	ERS880127	ERX1120082	PRJEB11174	ERP012516	ERR1040610	DTU	fastq/ERR104/000/ERR1040610/ERR1040610_1.fastq.gz;fastq/ERR104/000/ERR1040610/ERR1040610_2.fastq.gz	b0c0e6138a78eeecb80e7c4d5ed4ca48;e7825998f08791da2c6e0b9e1d7f5ab1
90371	Salmonella enterica subsp. enterica serovar Typhimurium	SAMEA3572979	ERS880128	ERX1120083	PRJEB11174	ERP012516	ERR1040611	DTU	fastq/ERR104/001/ERR1040611/ERR1040611_1.fastq.gz;fastq/ERR104/001/ERR1040611/ERR1040611_2.fastq.gz	9141b513674f5abdc394c59173f152fa;0b8060d15e9bc223cbd6115de5e96404
90371	Salmonella enterica subsp. enterica serovar Typhimurium	SAMEA3572980	ERS880129	ERX1120084	PRJEB11174	ERP012516	ERR1040612	DTU	fastq/ERR104/002/ERR1040612/ERR1040612_1.fastq.gz;fastq/ERR104/002/ERR1040612/ERR1040612_2.fastq.gz	a860f363ab3c5dd338d261082c260613;2cdf708d27ad84d8a779daf01f7c0744
90371	Salmonella enterica subsp. enterica serovar Typhimurium	SAMEA3572981	ERS880130	ERX1120085	PRJEB11174	ERP012516	ERR1040613	DTU	fastq/ERR104/003/ERR1040613/ERR1040613_1.fastq.gz;fastq/ERR104/003/ERR1040613/ERR1040613_2.fastq.gz	c28a395eb0f26b0837c06db8568e5e71;7b9abcaa31656bd944bbbf76971c45ca
90371	Salmonella enterica subsp. enterica serovar Typhimurium	SAMEA3572982	ERS880131	ERX1120086	PRJEB11174	ERP012516	ERR1040614	DTU	fastq/ERR104/004/ERR1040614/ERR1040614_1.fastq.gz;fastq/ERR104/004/ERR1040614/ERR1040614_2.fastq.gz	e2cc23774239f2805d61b4998256669a;a5642b8d6bd34cdd29f1e87c7308a990
90371	Salmonella enterica subsp. enterica serovar Typhimurium	SAMEA3572983	ERS880132	ERX1120087	PRJEB11174	ERP012516	ERR1040615	DTU	fastq/ERR104/005/ERR1040615/ERR1040615_1.fastq.gz;fastq/ERR104/005/ERR1040615/ERR1040615_2.fastq.gz	ddac402a8a03aac8502e8e33115df8c2;98c951d232f4f7353d11d02489ab6315
90371	Salmonella enterica subsp. enterica serovar Typhimurium	SAMEA3572984	ERS880133	ERX1120088	PRJEB11174	ERP012516	ERR1040616	DTU	fastq/ERR104/006/ERR1040616/ERR1040616_1.fastq.gz;fastq/ERR104/006/ERR1040616/ERR1040616_2.fastq.gz	d875d7807954ab100983f373453be51e;f07285bfb344faad94e6ad8c940e86bf
90371	Salmonella enterica subsp. enterica serovar Typhimurium	SAMEA3572985	ERS880134	ERX1120089	PRJEB11174	ERP012516	ERR1040617	DTU	fastq/ERR104/007/ERR1040617/ERR1040617_1.fastq.gz;fastq/ERR104/007/ERR1040617/ERR1040617_2.fastq.gz	43106b3e2363c367dbd751985c768db4;bda4a04783738016b3ffee7e27b219bb
90371	Salmonella enterica subsp. enterica serovar Typhimurium	SAMEA3572986	ERS880135	ERX1120090	PRJEB11174	ERP012516	ERR1040618	DTU	fastq/ERR104/008/ERR1040618/ERR1040618_1.fastq.gz;fastq/ERR104/008/ERR1040618/ERR1040618_2.fastq.gz	c521376319489cc5ce16b297872b0bb1;e89a599c2ee1b3ac887e3dc40488944e
90371	Salmonella enterica subsp. enterica serovar Typhimurium	SAMEA3572987	ERS880136	ERX1120091	PRJEB11174	ERP012516	ERR1040619	DTU	fastq/ERR104/009/ERR1040619/ERR1040619_1.fastq.gz;fastq/ERR104/009/ERR1040619/ERR1040619_2.fastq.gz	4b0f8351bcd8fc6cdb6e53cdc07ec9d2;3746e1780b360157231cf0dd95c946d1
90371	Salmonella enterica subsp. enterica serovar Typhimurium	SAMEA3572988	ERS880137	ERX1120092	PRJEB11174	ERP012516	ERR1040620	DTU	fastq/ERR104/000/ERR1040620/ERR1040620_1.fastq.gz;fastq/ERR104/000/ERR1040620/ERR1040620_2.fastq.gz	34cbeeaef76f1eeadbac201f15a5e184;3b9db8337c87739024220440add74171
90371	Salmonella enterica subsp. enterica serovar Typhimurium	SAMEA3572989	ERS880138	ERX1120093	PRJEB11174	ERP012516	ERR1040621	DTU	fastq/ERR104/001/ERR1040621/ERR1040621_1.fastq.gz;fastq/ERR104/001/ERR1040621/ERR1040621_2.fastq.gz	a276499e5292e884a2346029cb7db7d5;b3f525ce1df946dc3bb8d39ea069b975
90371	Salmonella enterica subsp. enterica serovar Typhimurium	SAMEA3572990	ERS880139	ERX1120094	PRJEB11174	ERP012516	ERR1040622	DTU	fastq/ERR104/002/ERR1040622/ERR1040622_1.fastq.gz;fastq/ERR104/002/ERR1040622/ERR1040622_2.fastq.gz	dfbc94a38467922baf7bb112e905696f;6b4412bb9ea2499d08d03da6077b9d50
90371	Salmonella enterica subsp. enterica serovar Typhimurium	SAMEA3572991	ERS880140	ERX1120095	PRJEB11174	ERP012516	ERR1040623	DTU	fastq/ERR104/003/ERR1040623/ERR1040623_1.fastq.gz;fastq/ERR104/003/ERR1040623/ERR1040623_2.fastq.gz	feb7f76c233651a5e21f000438087b34;85f5fdcc5d769fe5f8895c622b761361
90371	Salmonella enterica subsp. enterica serovar Typhimurium	SAMEA3572992	ERS880141	ERX1120096	PRJEB11174	ERP012516	ERR1040624	DTU	fastq/ERR104/004/ERR1040624/ERR1040624_1.fastq.gz;fastq/ERR104/004/ERR1040624/ERR1040624_2.fastq.gz	4877b035e733b08fb5c51b16ab9fa8d9;459ab430627c94efc1846a4461f5f1ef
90371	Salmonella enterica subsp. enterica serovar Typhimurium	SAMEA3572993	ERS880142	ERX1120097	PRJEB11174	ERP012516	ERR1040625	DTU	fastq/ERR104/005/ERR1040625/ERR1040625_1.fastq.gz;fastq/ERR104/005/ERR1040625/ERR1040625_2.fastq.gz	41787ae03960e40d2bed704f0ec17b52;a236f0fd3cb3d06540641a0c7c611552
90371	Salmonella enterica subsp. enterica serovar Typhimurium	SAMEA3572994	ERS880143	ERX1120098	PRJEB11174	ERP012516	ERR1040626	DTU	fastq/ERR104/006/ERR1040626/ERR1040626_1.fastq.gz;fastq/ERR104/006/ERR1040626/ERR1040626_2.fastq.gz	e93e57f710cc7a8bf8db17392ed78976;9d6eb38da14a55e38f0a9680614c311c
90371	Salmonella enterica subsp. enterica serovar Typhimurium	SAMEA3572995	ERS880144	ERX1120099	PRJEB11174	ERP012516	ERR1040627	DTU	fastq/ERR104/007/ERR1040627/ERR1040627_1.fastq.gz;fastq/ERR104/007/ERR1040627/ERR1040627_2.fastq.gz	f221424a177d688ea777e2f4e87b2ef1;004581c2fa61bd7bbe41887aec86899d
90371	Salmonella enterica subsp. enterica serovar Typhimurium	SAMEA3572996	ERS880145	ERX1120100	PRJEB11174	ERP012516	ERR1040628	DTU	fastq/ERR104/008/ERR1040628/ERR1040628_1.fastq.gz;fastq/ERR104/008/ERR1040628/ERR1040628_2.fastq.gz	dc5294ef4061c102736213a85d2b3e27;e238bf1c67fb928cc13e03423a481f4e
90371	Salmonella enterica subsp. enterica serovar Typhimurium	SAMEA3572997	ERS880146	ERX1120101	PRJEB11174	ERP012516	ERR1040629	DTU	fastq/ERR104/009/ERR1040629/ERR1040629_1.fastq.gz;fastq/ERR104/009/ERR1040629/ERR1040629_2.fastq.gz	0dbd82a87bb6b29b702ef40d20e5f2df;33cda86d8f6a8b3a046886cfa57099e0
90371	Salmonella enterica subsp. enterica serovar Typhimurium	SAMEA3572998	ERS880147	ERX1120102	PRJEB11174	ERP012516	ERR1040630	DTU	fastq/ERR104/000/ERR1040630/ERR1040630_1.fastq.gz;fastq/ERR104/000/ERR1040630/ERR1040630_2.fastq.gz	7f0246059c732a20478417f641f8ccab;c203a4719f29c16f3af90e2a1ecb47ba
90371	Salmonella enterica subsp. enterica serovar Typhimurium	SAMEA3572999	ERS880148	ERX1120103	PRJEB11174	ERP012516	ERR1040631	DTU	fastq/ERR104/001/ERR1040631/ERR1040631_1.fastq.gz;fastq/ERR104/001/ERR1040631/ERR1040631_2.fastq.gz	3e3fce5eadf180973f4b77fddff22ee4;789fc2f4b291ceee61eef78813a53ace
90371	Salmonella enterica subsp. enterica serovar Typhimurium	SAMEA3573000	ERS880149	ERX1120104	PRJEB11174	ERP012516	ERR1040632	DTU	fastq/ERR104/002/ERR1040632/ERR1040632_1.fastq.gz;fastq/ERR104/002/ERR1040632/ERR1040632_2.fastq.gz	627819d8e86a88c511d5794c95c99f4c;d6626109391b40a70ae0c80e6046a95c
90371	Salmonella enterica subsp. enterica serovar Typhimurium	SAMEA3573001	ERS880150	ERX1120105	PRJEB11174	ERP012516	ERR1040633	DTU	fastq/ERR104/003/ERR1040633/ERR1040633_1.fastq.gz;fastq/ERR104/003/ERR1040633/ERR1040633_2.fastq.gz	7e31a2d760a2b665c4a1f306b8b94923;93118957b2c7bd43f965b9ab641eba71
90371	Salmonella enterica subsp. enterica serovar Typhimurium	SAMEA3573002	ERS880151	ERX1120106	PRJEB11174	ERP012516	ERR1040634	DTU	fastq/ERR104/004/ERR1040634/ERR1040634_1.fastq.gz;fastq/ERR104/004/ERR1040634/ERR1040634_2.fastq.gz	9223bc49b12f369be8bc30662f4dea27;493cd2a178fbe8451e3e13c964f57aed
90371	Salmonella enterica subsp. enterica serovar Typhimurium	SAMEA3573003	ERS880152	ERX1120107	PRJEB11174	ERP012516	ERR1040635	DTU	fastq/ERR104/005/ERR1040635/ERR1040635_1.fastq.gz;fastq/ERR104/005/ERR1040635/ERR1040635_2.fastq.gz	c3d5d0e8c0f7c1a7e153d5d8268f6efa;59e5381163336a6301e8ce3eca6afabc
90371	Salmonella enterica subsp. enterica serovar Typhimurium	SAMEA3573004	ERS880153	ERX1120108	PRJEB11174	ERP012516	ERR1040636	DTU	fastq/ERR104/006/ERR1040636/ERR1040636_1.fastq.gz;fastq/ERR104/006/ERR1040636/ERR1040636_2.fastq.gz	407817e7ae583f711293427cbed40e55;17860a3bbdae64f546fd8db7ec29573b
90371	Salmonella enterica subsp. enterica serovar Typhimurium	SAMEA3573005	ERS880154	ERX1120109	PRJEB11174	ERP012516	ERR1040637	DTU	fastq/ERR104/007/ERR1040637/ERR1040637_1.fastq.gz;fastq/ERR104/007/ERR1040637/ERR1040637_2.fastq.gz	21750c11ac3c9168e8f21b596bbd06ef;507a3e4608af07dfb8bb754b84e897f8
90371	Salmonella enterica subsp. enterica serovar Typhimurium	SAMEA3573006	ERS880155	ERX1120110	PRJEB11174	ERP012516	ERR1040638	DTU	fastq/ERR104/008/ERR1040638/ERR1040638_1.fastq.gz;fastq/ERR104/008/ERR1040638/ERR1040638_2.fastq.gz	4f8c44e5d3c604dc623e8c7fd1146bac;d393365a92ebff53442b3766fe7a2a9b
